temperature,mass_ratio,pH,methanol,hexane,process_time,stiring,batch_number,mass_ratio2,pH2,oil_yield_new
18.43882097,2.917790944,4.533531991,0.269791438,0.044103643,47.59691113,962.3367387,1,8.513503992,20.55291232,1
21.08633068,2.924129662,4.26302793,0.193870152,0.256497649,44.48089902,980.2570597,1,8.550534281,18.17340713,1
21.91978001,2.953872009,4.557593313,0.16187869,0.277123193,45.23341997,901.2702188,1,8.725359844,20.77165681,1
19.47107988,3.416505332,4.046590313,0.196696012,0.289210845,47.76761303,1097.356179,1,11.67250868,16.37489316,0
19.84269025,3.255158098,4.330335798,0.17139761,0.226854425,43.69770748,911.4554961,1,10.59605425,18.75180812,0
17.82902929,2.651544802,4.446551403,0.253468188,0.047589913,35.63045636,1001.101074,1,7.030689837,19.77181938,1
18.24744833,3.358158252,5.291745726,0.284837525,0.097835852,49.32800797,1092.156871,1,11.27722685,28.00257283,1
21.01484601,2.902347022,4.916756984,0.185779712,0.106980352,46.10784885,1061.381436,1,8.423618237,24.17449924,1
21.39976709,2.630083145,4.158282763,0.256300332,0.09893999,40.87356498,959.9420401,1,6.917337352,17.29131553,1
21.31142213,3.319133238,5.468643103,0.206025388,0.299656684,44.09192977,943.4366093,1,11.01664545,29.90605739,1
19.34333579,3.364418251,5.166215557,0.270840807,0.005504217,47.81250982,1090.755847,1,11.31931017,26.68978318,1
19.91784937,2.770308723,4.463345078,0.230340174,0.180835094,49.37590612,947.4026258,1,7.674610423,19.92144929,1
19.50273866,2.550376124,4.068520368,0.18615739,0.034079639,35.04219799,940.1895991,1,6.504418375,16.55285798,1
18.06175426,3.416437931,4.720506076,0.173139312,0.200228462,48.58627515,990.1743771,1,11.67204814,22.28317761,1
19.9162666,3.110298303,4.78890204,0.161907794,0.19343648,38.98152732,1057.730261,1,9.673955533,22.93358275,1
21.33627874,2.829303338,5.386356224,0.258829544,0.247567298,42.92996043,979.8326334,1,8.004957379,29.01283337,1
20.22379538,3.346401635,4.474557981,0.200973268,0.133197943,49.81303558,1067.404555,1,11.1984039,20.02166913,1
17.21787287,3.327076556,5.238841445,0.294355817,0.113416645,41.2012031,958.0381957,1,11.06943841,27.44545969,1
20.06882702,3.240879532,5.173353563,0.202038787,0.194435205,49.72685634,1027.728429,1,10.50330014,26.76358709,1
19.74832426,3.320822755,4.992725092,0.296595138,0.037671261,42.68488413,1058.748851,1,11.02786377,24.92730384,0
20.15536437,2.736518999,4.793387251,0.265647733,0.223709991,42.54189191,961.8984227,1,7.48853623,22.97656134,0
20.00559183,2.631420081,5.288034786,0.15764925,0.143893245,49.65880825,906.6356089,1,6.92437164,27.9633119,1
20.57252474,2.984353158,4.51200156,0.235904712,0.2999765,38.38779358,1096.013981,1,8.906363769,20.35815807,1
18.67122259,2.91508229,4.537852284,0.20444095,0.093755954,46.42393428,1072.254487,1,8.497704755,20.59210335,1
19.20736017,3.246260405,4.86455687,0.287699257,0.25421772,38.89138587,970.2834407,1,10.53820661,23.66391354,1
20.5573363,3.020923444,4.615733475,0.279809116,0.181972958,42.41330547,913.6930124,1,9.125978455,21.30499551,1
18.06577497,2.698352868,5.345396088,0.260320347,0.065774727,39.73408869,981.4508578,1,7.281108202,28.57325934,1
18.46293579,3.14672159,4.404708234,0.233762637,0.296555743,49.81082455,1018.806025,1,9.901856763,19.40145462,1
17.35976714,3.348704727,4.942765537,0.226642937,0.285298365,41.70882341,980.0014683,1,11.21382335,24.43093116,1
18.42637857,2.648526305,4.155461301,0.173084802,0.231978364,48.81326441,1071.442295,1,7.014691591,17.26785862,1
17.95888119,3.137499661,4.770693351,0.165267765,0.09555843,35.31535824,974.2507905,1,9.843904123,22.75951505,1
19.35724264,3.476248281,4.401949466,0.183790682,0.179697547,36.44860283,1043.808259,1,12.08430211,19.3771591,1
19.85962339,3.228934256,4.475336671,0.221643867,0.160862601,39.56948888,1065.861227,1,10.42601643,20.02863832,1
21.63373835,2.562546525,5.256166582,0.299557247,0.186055269,46.64887547,1046.190444,1,6.566644692,27.62728714,1
17.90452348,2.773146978,4.240868834,0.214152336,0.111069675,42.68998055,946.0829114,1,7.690344163,17.98496847,1
21.42724522,2.846366777,4.450649664,0.213019584,0.172452433,47.70200957,1039.363959,1,8.101803831,19.80828243,0
19.68331177,2.681707801,4.87077441,0.275554134,0.166419276,47.80161512,912.2158159,1,7.191556728,23.72444335,1
24.5332225,4.281336424,3.477097483,0.481809041,0.443766667,39.00694684,1154.34628,1,18.32984157,12.09020691,0
22.27246629,4.337277204,3.091941278,0.327821313,0.574956597,41.68170007,1148.134702,1,18.81197354,9.560100867,0
29.78982323,4.012165315,3.227582031,0.426365893,0.489557726,46.49548506,1191.823182,1,16.09747052,10.41728577,0
22.44043218,4.007838201,3.043770055,0.422052338,0.629574581,48.83902586,1206.11235,1,16.06276705,9.264536149,0
23.22109721,4.424385445,3.47788889,0.499199899,0.392999365,49.54504619,1299.692319,1,19.57518657,12.09571113,0
23.94872118,4.451888179,3.134461255,0.41572739,0.446771036,35.62495781,1225.158703,1,19.81930836,9.824847359,0
27.5944756,4.105005992,3.181350197,0.445403349,0.619243381,43.02220024,1283.133999,1,16.85107419,10.12098908,0
22.57683464,4.364117356,3.183680163,0.385735107,0.657517986,42.47446653,1125.598072,1,19.0455203,10.13581938,0
29.58904224,4.977365995,3.167609375,0.328961477,0.315277892,46.91379434,1189.440658,1,24.77417224,10.03374915,0
27.69855457,4.818761039,3.258157609,0.491927701,0.695817557,41.51360927,1194.977568,1,23.22045795,10.615591,0
26.35105621,5.172074009,3.068475671,0.368913493,0.411325486,41.96547,1181.022377,1,26.75034956,9.415542944,0
29.33359121,4.593917497,3.416617448,0.353953499,0.506036153,44.15792378,1287.180665,1,21.10407797,11.67327479,0
24.16958885,4.714653655,3.200225336,0.389372502,0.328462734,40.87314958,1180.330727,1,22.22795908,10.2414422,0
24.52656504,4.862183276,3.11744338,0.486085253,0.604027289,37.70942597,1226.995911,1,23.64082621,9.718453227,0
24.15918084,4.524350801,3.319830913,0.481861991,0.503926525,36.08745848,1297.420575,1,20.46975017,11.02127729,0
25.60751148,4.546921169,3.386739668,0.376064938,0.665012054,47.86956402,1288.068704,1,20.67449212,11.47000558,0
22.15363672,4.753138701,3.291702932,0.401969719,0.524912825,41.98502027,1250.800448,1,22.59232751,10.83530819,0
26.24218867,5.207753951,3.261858275,0.426141857,0.539172176,47.6704887,1141.367166,1,27.12070121,10.63971941,0
28.94848617,4.248967892,3.410728276,0.479779262,0.335019606,41.719417,1284.100079,1,18.05372815,11.63306737,0
29.08094071,5.153063332,2.930123506,0.332172593,0.628343674,46.64893856,1293.614762,1,26.5540617,8.585623763,0
25.15512421,4.996434157,2.996312434,0.367325501,0.663838635,39.48441813,1198.314771,1,24.96435429,8.977888202,0
27.16860836,4.270024749,3.372748663,0.432544305,0.582692567,44.05344514,1264.460852,1,18.23311136,11.37543354,0
26.16483765,5.08503562,3.441571801,0.334152989,0.365318699,49.8703459,1151.930094,1,25.85758726,11.84441646,0
24.23254505,4.358140709,3.039016062,0.409850897,0.565307063,44.4057398,1228.742347,1,18.99339044,9.235618625,0
25.44320516,4.580485972,3.071931923,0.347148156,0.354878663,38.75033318,1148.208954,1,20.98085174,9.436765739,0
24.72228702,4.439043339,3.15909591,0.342501726,0.465171008,49.73874365,1281.258141,1,19.70510577,9.979886967,0
26.82006097,4.169060577,2.83568951,0.353205987,0.334311507,49.70273384,1200.904697,1,17.38106609,8.041134999,0
28.68067023,4.193966568,3.276391597,0.385294541,0.509383895,43.14046325,1120.984704,1,17.58935558,10.7347419,0
26.00704144,4.75953728,3.123084033,0.492320461,0.504589462,43.45964242,1280.054291,1,22.65319512,9.753653875,0
25.70527548,4.766163021,3.150039361,0.495689158,0.399063486,36.49392215,1269.034377,1,22.71630994,9.922747979,0
24.45367212,4.086590186,3.016577609,0.494586011,0.649985118,48.28811234,1256.485877,1,16.70021935,9.099740472,0
27.57241624,4.220933293,3.127655478,0.412735265,0.308542987,36.68696058,1236.508398,1,17.81627787,9.782228791,0
22.14904592,4.303085132,3.27715323,0.472851624,0.663479351,36.00556552,1280.456651,1,18.51654165,10.73973329,0
26.50148095,5.018013486,3.237065085,0.387035705,0.431407766,45.34910064,1285.928889,1,25.18045935,10.47859037,0
27.51375972,4.241911035,3.395090492,0.493338196,0.562598637,43.92419913,1252.32313,1,17.99380923,11.52663945,0
23.55009582,4.29863308,3.490771221,0.315391859,0.563935238,42.56259255,1194.710117,1,18.47824635,12.18548372,0
22.49791018,4.825058983,3.446514075,0.334464936,0.660631995,36.39698183,1271.875018,1,23.28119419,11.87845927,0
25.2321775,4.122200653,3.284607681,0.358047997,0.333299842,37.94712038,1173.283371,1,16.99253822,10.78864762,0
26.90356359,4.077670505,3.47168105,0.4099685,0.58329718,35.1075789,1284.69091,1,16.62739675,12.05256931,0
27.06515764,4.517382168,3.249875777,0.486980355,0.599368466,47.13783076,1110.083658,1,20.40674165,10.56169257,0
25.37566051,4.563103859,3.013285358,0.444055349,0.629057425,37.11626414,1128.790697,1,20.82191683,9.079888651,0
23.57420158,5.135980775,3.073600427,0.497869107,0.659706541,43.26365855,1284.672055,1,26.37829852,9.447019582,0
22.82185907,4.116850656,3.203361903,0.313593622,0.653857472,41.19706592,1199.309408,1,16.94845933,10.26152748,0
23.13419284,4.148529151,3.434863729,0.318219022,0.364888131,43.95878747,1299.315893,1,17.21029412,11.79828883,0
25.38003861,4.983792039,3.477076437,0.424939575,0.411562997,35.40314871,1208.371193,1,24.83818309,12.09006055,0
27.68263468,4.425906674,2.959537107,0.357354326,0.639702266,38.40449804,1292.534652,1,19.58864989,8.758859889,0
23.95049311,4.215695508,3.370109088,0.479163008,0.325678214,36.36199069,1229.147396,1,17.77208862,11.35763527,0
24.65496695,4.651843945,3.448859782,0.37271776,0.527617149,40.61763369,1222.350181,1,21.63965208,11.8946338,0
24.68322537,4.620367063,3.013975892,0.471243499,0.468737732,37.54790171,1138.007619,1,21.3477918,9.084050676,0
27.86543801,5.145705019,2.933250366,0.350074379,0.437654114,37.54601264,1129.351862,1,26.47828015,8.603957712,0
26.74666949,5.014663187,3.103040117,0.415943583,0.560353501,38.19603286,1203.197792,1,25.14684687,9.62885797,0
28.03353096,5.120217595,3.43142165,0.46051224,0.672895626,44.4245394,1177.097897,1,26.21662822,11.77465454,0
27.71383034,4.210705824,3.095176759,0.482036591,0.41052675,39.04153997,1265.415477,1,17.73004354,9.580119169,0
26.38514386,4.441055998,3.326840811,0.411629993,0.350230139,48.27439213,1195.048438,1,19.72297838,11.06786978,0
24.4367167,4.310630495,3.066207093,0.323941877,0.65328891,38.54286712,1289.433289,1,18.58153527,9.401625938,0
23.92335612,5.24448807,3.445594886,0.437921186,0.457873031,44.87817666,1195.934315,1,27.50465511,11.87212412,0
24.51913313,4.166749484,3.187173732,0.322853995,0.500683809,44.16580146,1171.602188,1,17.36180127,10.1580764,0
28.61237627,4.23816649,3.341399078,0.339177437,0.432941832,47.54205062,1157.985727,1,17.9620552,11.1649478,0
24.58229492,4.568700642,3.272522469,0.368470376,0.314349525,43.69898653,1208.190638,1,20.87302555,10.70940331,0
29.73946762,4.082999848,2.850204032,0.487170778,0.453786327,37.91113559,1177.389096,1,16.67088776,8.123663026,0
23.54097357,4.338043326,6.057960865,0.426560619,0.719326787,56.94357601,1319.51581,2,18.8186199,36.69888984,0
25.43916113,4.092556206,6.250648935,0.422144326,1.173325773,54.18427877,1586.438628,2,16.7490163,39.07061211,0
23.19534797,5.1977566,6.45850326,0.399183901,1.007559209,54.033124,1554.599411,2,27.01667367,41.71226435,0
27.54606772,4.056600371,6.554124264,0.38978693,0.828656225,50.50928533,1466.298153,2,16.45600657,42.95654486,0
23.22387655,4.594551306,6.467701217,0.354240693,1.190208968,59.53312344,1573.68045,2,21.1099017,41.83115903,0
23.95483529,4.074347256,6.508904066,0.403929665,1.025921897,58.8879396,1557.480107,2,16.60030556,42.36583214,0
25.61777403,4.830824808,6.162775675,0.406993319,0.873165905,59.79994539,1513.165524,2,23.33686832,37.97980401,0
28.65433917,4.939367155,6.022754425,0.498450289,0.980031835,62.97578815,1585.249211,2,24.39734789,36.27357086,0
28.81062738,4.466480112,6.309438498,0.429167378,1.164809089,68.0295099,1302.692802,2,19.94944459,39.80901417,0
24.9672645,4.997465178,6.345039231,0.358056571,0.782817735,55.73263528,1449.530271,2,24.9746582,40.25952285,0
28.14187906,4.561132644,6.271478051,0.469406669,0.711978511,52.92454416,1354.648003,2,20.803931,39.33143695,0
23.15816986,4.499259909,6.698825743,0.352763993,1.008800635,62.23447129,1346.31465,2,20.24333973,44.87426634,0
22.44062086,4.647965123,6.40416069,0.455673493,1.186792128,54.41536309,1568.427642,2,21.60357978,41.01327415,0
22.77185353,5.268650433,6.285582317,0.469924424,0.773170622,55.30984283,1487.03233,2,27.75867738,39.50854506,0
22.63201914,5.226647553,6.114471437,0.307441124,1.068739155,60.43767841,1383.24727,2,27.31784464,37.38676095,0
24.97120125,4.47008148,6.437977651,0.478532615,0.882208689,67.40014965,1452.488505,2,19.98162844,41.44755623,0
26.90950633,5.047705893,6.510229423,0.40621045,0.912015751,55.39990849,1534.009735,2,25.47933478,42.38308714,0
26.61789174,4.325953943,6.62964831,0.432455008,0.755920853,65.80901626,1521.412125,2,18.71387752,43.95223672,0
26.95930356,4.274551248,6.485563123,0.40119478,0.814639809,54.01761318,1596.532866,2,18.27178837,42.06252903,0
25.84233765,4.947179968,6.51088835,0.460551009,0.890437266,67.26168611,1419.632079,2,24.47458964,42.3916671,0
28.92007055,4.868844604,6.280946766,0.362502777,1.128949514,51.600533,1471.309942,2,23.70564778,39.45029227,0
29.18307749,4.522560804,6.015841743,0.305373983,0.953820116,68.26454719,1427.243852,2,20.45355622,36.19035188,0
24.85030454,5.227040215,6.195537177,0.48344388,1.015435085,51.31847194,1578.146985,2,27.32194941,38.38468091,0
27.78835618,4.749253902,6.494825199,0.488408001,0.830683668,68.53180887,1592.895435,2,22.55541263,42.18275436,0
24.87718861,4.29602402,6.497550193,0.497222803,1.198740785,69.36285263,1440.414756,2,18.45582238,42.21815852,0
28.49914813,4.572249696,6.470918386,0.41219489,0.976660177,62.5841975,1541.41746,2,20.90546728,41.87278476,0
22.50691984,4.017325178,6.680311505,0.336313061,0.884456551,60.91824353,1568.538649,2,16.13890158,44.6265618,0
24.02357231,5.281108058,6.303918333,0.436020118,1.041080218,51.52435779,1338.11771,2,27.89010232,39.73938634,0
23.72352672,4.216232032,6.142781051,0.408026898,1.133055261,64.97368534,1376.280552,2,17.77661255,37.73375904,0
24.51005678,4.845847798,6.114433716,0.475500538,0.713081294,52.23042417,1403.011443,2,23.48224088,37.38629967,0
27.77795829,4.490256484,6.479599536,0.4197101,0.928602682,51.82032282,1373.096636,2,20.16240329,41.98521015,0
28.38278583,4.804034935,6.543884778,0.358967455,1.042609104,51.97496914,1455.360943,2,23.07875165,42.82242798,0
23.01076568,4.759230766,6.182240472,0.34331603,1.124314982,51.86231473,1452.540449,2,22.65027749,38.22009725,0
27.90513364,4.445350985,6.064967773,0.477755512,0.824325761,65.35522894,1355.656004,2,19.76114538,36.78383409,0
25.06171453,4.224841469,6.366437124,0.342350035,0.936083118,55.60278644,1393.418522,2,17.84928544,40.53152166,0
29.63265066,4.986320369,6.028155987,0.44566577,0.903842495,68.85031012,1347.804801,2,24.86339082,36.33866461,0
27.41209327,4.874227195,6.071767675,0.42046765,0.974569364,54.64531566,1441.125394,2,23.75809074,36.8663627,0
24.92592259,4.383095416,6.689569161,0.365947812,1.179075804,52.02694108,1558.122275,2,19.21152543,44.75033556,0
22.43796768,4.72450858,6.095960092,0.438665071,0.76040482,60.99381645,1531.891639,2,22.32098132,37.16072945,0
27.43306724,4.24668998,6.15179225,0.480863584,0.97599153,68.98902099,1351.150116,2,18.03437578,37.84454788,0
27.51648525,4.07389109,6.476353851,0.456437538,0.718959991,58.22632431,1502.643074,2,16.59658861,41.9431592,0
29.51805207,5.14335401,6.123955757,0.350956497,1.167146457,55.59092043,1350.75379,2,26.45409047,37.50283411,0
29.32214651,4.378466503,6.546461151,0.36717281,1.121137383,62.16023543,1532.15899,2,19.17096891,42.8561536,0
22.44104308,4.88622997,6.237663876,0.448672758,0.810681141,53.18055215,1541.519466,2,23.87524332,38.90845063,0
22.34027485,4.692087578,6.43746656,0.401980994,1.166189485,60.82691558,1351.864473,2,22.01568584,41.44097572,0
23.61087812,4.44245315,6.15979111,0.341177246,0.766668464,52.79340979,1342.6705,2,19.73538999,37.94302651,0
25.29067791,5.097741777,6.337460239,0.418630425,1.010034536,62.93246378,1336.924527,2,25.98697123,40.16340228,0
23.30395561,4.758758921,6.301334492,0.31559204,0.874132788,60.49860322,1529.672215,2,22.64578647,39.70681638,0
29.35446974,4.731220689,6.647489921,0.483545229,1.151010119,50.42023737,1369.471238,2,22.38444921,44.18912225,0
24.24305039,5.01444311,6.407970131,0.355279107,0.802461171,60.78868472,1449.797346,2,25.1446397,41.0620812,0
22.57362511,4.829822795,6.16818931,0.488350569,0.897955892,68.77297233,1470.089719,2,23.32718823,38.04655937,0
26.43424231,4.067250792,6.320336608,0.470766686,1.034894629,63.50878375,1455.537735,2,16.54252901,39.94665484,0
29.10229947,4.058085912,6.431177393,0.380104226,0.863669621,69.95438589,1397.770257,2,16.46806127,41.36004265,0
28.46132049,4.977978443,6.57308662,0.319932039,0.953651622,50.08600801,1421.116546,2,24.78026938,43.20546772,0
24.2500261,5.034499504,6.662409395,0.418562252,1.074316838,60.68568924,1542.503771,2,25.34618526,44.38769894,0
22.19207219,4.980509336,6.217187221,0.471421192,0.973341786,62.29020408,1567.257569,2,24.80547324,38.65341694,0
25.30461334,4.480910937,6.579410435,0.499851201,0.885847104,62.28467495,1401.488412,2,20.07856282,43.28864167,0
27.55328031,5.155775898,6.044525641,0.310734185,0.953214492,69.47200022,1554.928782,2,26.58202511,36.53629022,0
28.72584328,5.008407991,6.262491722,0.408550751,1.029628694,65.70433135,1455.612806,2,25.0841506,39.21880256,0
24.97420038,4.06577838,6.651789882,0.300434624,0.93076315,69.32227581,1598.308934,2,16.53055384,44.24630864,0
26.89249243,0.537763884,3.073007081,0.074938454,0.173770906,26.48055044,916.541327,3,0.289189994,9.443372518,0
26.80393543,0.60021219,3.404057843,0.06496072,0.246354646,21.12287307,1088.796641,3,0.360254673,11.5876098,0
26.96238342,0.57515714,3.234808052,0.117452962,0.231323841,22.49235525,1004.740075,3,0.330805735,10.46398313,0
29.01116477,0.938922888,3.043156253,0.139819182,0.037270928,20.8914537,1073.180086,3,0.88157619,9.260799978,0
27.46027353,0.606681627,2.973521831,0.111042882,0.041312185,22.23118305,1058.352258,3,0.368062596,8.841832081,0
22.68934054,0.463089083,2.829845971,0.132729286,0.238242829,24.05736795,904.1020754,3,0.214451499,8.00802822,0
27.82266241,0.383458072,3.443020149,0.081177059,0.256416926,29.48938029,1033.73621,3,0.147040093,11.85438775,0
26.8300627,0.751878389,3.199927282,0.118652006,0.015840929,25.24669762,932.3965754,3,0.565321112,10.23953461,0
22.64437862,0.706141305,3.281032131,0.071718405,0.252687689,22.08412222,916.1301222,3,0.498635542,10.76517184,0
27.36603056,0.893297646,2.82833805,0.130223661,0.056925987,24.43415118,1018.926711,3,0.797980684,7.999496127,0
28.18481955,0.48578873,2.963138433,0.097411044,0.262480306,27.72113239,1046.657347,3,0.23599069,8.780189373,0
26.54403022,0.719390787,2.927394349,0.116258648,0.239189367,23.47663588,961.5879522,3,0.517523105,8.569637672,0
27.56703367,0.340783527,3.395653193,0.078516588,0.035711854,23.23936421,1014.171197,3,0.116133412,11.53046061,0
23.77943001,0.952153812,3.166106888,0.078621638,0.198100497,32.96539284,1009.801249,3,0.906596882,10.02423282,0
29.25594292,0.252512779,3.037355065,0.118041923,0.275339498,27.88123427,1004.378422,3,0.063762704,9.225525793,0
28.23585809,0.445812994,2.882297911,0.109372409,0.273745025,33.77067629,921.0716374,3,0.198749226,8.30764125,0
24.30833927,0.691669032,2.957971425,0.128936784,0.266458143,20.9027913,981.4903824,3,0.47840605,8.749594949,0
27.86441432,0.916460288,3.392327203,0.137790027,0.13755692,23.7086149,932.9906979,3,0.83989946,11.50788385,0
25.01843804,0.839656784,3.021090834,0.065404478,0.090119817,29.11921325,967.9028851,3,0.705023516,9.126989826,0
28.30740813,0.654523713,3.063107501,0.0959836,0.254580314,26.4674349,1061.642798,3,0.42840129,9.382627563,0
26.23012058,0.28547323,3.051016571,0.144233782,0.227103908,24.92818572,950.8284404,3,0.081494965,9.308702115,0
27.81427405,0.528546874,3.037640554,0.125967393,0.050023867,34.00115314,1078.359519,3,0.279361798,9.227260136,0
29.14317648,0.308913187,3.162284008,0.090878703,0.154362406,24.97316544,949.956582,3,0.095427357,10.00004015,0
24.38769121,0.742562927,2.981282514,0.104074099,0.11864566,22.56065293,1033.357683,3,0.551399701,8.888045429,0
25.29520289,0.828061513,2.920522887,0.078737749,0.263452704,22.81715569,936.3780617,3,0.685685869,8.529453934,0
29.33979163,0.315908641,2.967884029,0.129413698,0.261560484,25.6511953,1095.658582,3,0.09979827,8.808335611,0
29.15889462,0.625710584,3.169773604,0.145264182,0.274800175,23.60989528,1087.130177,3,0.391513735,10.0474647,0
22.22650392,0.522960128,3.388830115,0.080345333,0.044736485,26.93869275,923.1359941,3,0.273487295,11.48416955,0
29.94126427,0.374147056,3.197743648,0.134015079,0.160944601,23.35746405,930.7801316,3,0.13998602,10.22556444,0
22.38664816,0.405575526,3.157509242,0.109284384,0.140542042,32.83888392,1068.161028,3,0.164491507,9.96986461,0
23.07709416,0.388323118,3.001167289,0.069495602,0.273079281,33.55285907,1029.483044,3,0.150794844,9.007005096,0
23.64171596,0.66326692,3.097360292,0.066625782,0.015533835,25.76500654,949.7006745,3,0.439923008,9.59364078,0
25.54552997,0.395683074,3.226576032,0.102725425,0.107056294,20.30265704,992.8598915,3,0.156565095,10.41079289,0
26.54577424,0.921987024,3.11197381,0.140803306,0.258067122,29.87732098,1010.77673,3,0.850060072,9.684380995,0
24.13920697,0.916422026,3.358349546,0.149016257,0.201849442,34.36265296,942.1028024,3,0.83982933,11.27851168,0
28.73392845,0.750226061,2.802049114,0.139945093,0.150421715,32.09029421,1015.911668,3,0.562839142,7.851479237,0
26.46689715,0.935446906,3.49206281,0.080544728,0.20004236,23.33435737,941.5310686,3,0.875060913,12.19450267,0
27.94968576,0.949942521,3.273805689,0.118807437,0.002668358,25.80893633,907.6329399,3,0.902390792,10.71780369,0
26.93894891,0.433409958,3.073820792,0.062955281,0.004009419,33.16226539,951.0101446,3,0.187844192,9.448374262,0
24.66611499,0.878740016,3.492291533,0.136350742,0.080914236,34.91497418,1076.039028,3,0.772184015,12.19610015,0
22.16403632,0.592250764,3.360206428,0.06057295,0.19835889,28.93355587,904.3348625,3,0.350760968,11.29098724,0
28.68209104,0.465438461,3.334570066,0.061955771,0.164196473,27.86871783,946.1699291,3,0.216632961,11.11935752,0
26.28269296,0.896843176,2.978254969,0.146531296,0.219535416,22.74434685,992.2222216,3,0.804327682,8.870002661,0
24.3264778,0.851604186,3.264833806,0.117091663,0.258782861,22.40354897,1085.621023,3,0.725229689,10.65913978,0
24.84979357,0.693306082,3.126715185,0.110376122,0.131992344,24.41089856,1083.14199,3,0.480673323,9.776347848,0
24.30920477,0.942614119,3.22226315,0.141390957,0.074520568,32.1972447,938.3667057,3,0.888521378,10.38297981,0
25.74138481,0.816821017,3.47983623,0.078339368,0.163987517,27.19564375,1067.232168,3,0.667196574,12.10926019,0
27.29121208,0.880766341,3.128153546,0.103103681,0.081343166,26.65557108,1085.523385,3,0.775749347,9.78534461,0
29.93108921,0.915438545,3.096337659,0.142884998,0.215709387,22.80208318,1005.062099,3,0.838027729,9.5873069,0
23.87819004,0.469162576,3.225690805,0.082650693,0.15696788,29.2632426,1073.801173,3,0.220113523,10.40508117,0
27.66822882,0.851475003,3.42277704,0.086579437,0.188699188,31.80594869,986.3927197,3,0.725009681,11.71540266,0
22.50713011,0.791094895,2.948219599,0.095013691,0.19473105,26.6486483,964.1807252,3,0.625831133,8.691998804,0
24.5538832,0.988600382,3.178218676,0.138875983,0.112366942,25.80759922,944.7621682,3,0.977330716,10.10107395,0
26.26427016,0.509512786,3.399574502,0.144750847,0.028267569,31.89372269,955.120627,3,0.259603279,11.55710679,0
25.94406845,0.742563053,3.018536365,0.086870551,0.087735791,24.66247787,1075.360768,3,0.551399888,9.111561788,0
29.7670225,0.724844936,3.310569175,0.089319921,0.136360121,23.19001176,1015.301866,3,0.525400181,10.95986826,0
23.3582578,0.617062572,3.121136947,0.138636085,0.21995949,32.13229584,1087.802885,3,0.380766217,9.741495842,0
25.75128251,0.790257869,3.391535628,0.083801659,0.021131666,20.69691349,986.4631236,3,0.624507499,11.50251391,0
22.30316809,0.647879157,3.463684935,0.083074011,0.198110442,31.5838258,934.0999356,3,0.419747402,11.99711333,0
